system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
18_00000000000000001437_0,0,1,0,0,0,1,0,12,0,0,0,0,0,0,0,0,4,1,11.133225,28.621044,37.859093,37.400013,26.524385,9.455111,0,0,4,0,0,5,2,1976,20,131,6,12.54,0,25.59,0.13,124,79,54,1.52,3,-1,39.79,ctb0607-PERFIL-61,1,63,5080,-7,0,0,0,0,0,1,1,0,0,0,0,0,0,23.84150569759699,49.315318777496486,26.843175524906513,0,0,-12,13,-2,0,178,20,-1,52,0,8,-15,0,3,160,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.400054297154284,-11.133225557971087]}"
18_000000000000000015fc_0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,3,1,25.830381,48.72924,57.950874,52.050495,31.653154,4.262256,0,0,0,0,0,6,1,1976,20,100,88,0.72,0,4.64,0.78,194,48,44,2.85,36,20,8.99,ctb0631-PC-44,-1,891,5573,0,0,0,0,0,1,0,0,1,0,0,0,0,1,56.55017731402655,10.871780525737872,32.578042160235576,0,0,0,31,0,0,169,20,-5,53,0,11,0,0,3,318,3,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.050588434331154,-25.830382258393758]}"
18_00000000000000001608_0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,2,1,26.38042,49.11612,58.084496,51.88044,31.22679,3.7022512,0,0,0,0,0,3,1,1976,20,96,91,78.82,0,18.52,2.98,200,48,47,3.78,14,20,104.1,ctb0631-PC-55,-1,1112,12722,1,0,0,0,0,1,0,0,1,0,0,0,0,1,67.8612876315386,5.465871707942144,26.672840660519253,0,0,1,38,-2,0,176,20,0,49,0,13,1,0,4,340,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.88053735104732,-26.38042070686014]}"
18_00000000000000001613_0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,3,1,24.680449,47.332146,56.676807,51.25037,31.54982,4.844761,0,0,0,0,0,10,2,1976,20,104,70,108.3,0,25.45,2.98,154,94,51,5.42,-19,-18,142.14,ctb0631-PC-67,0,961,3932,0,0,0,0,0,1,0,0,1,0,0,0,0,1,30.376154207572213,44.673114897607455,24.95073089482033,0,0,0,30,4,0,204,20,6,49,0,17,0,0,5,304,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.250459010765894,-24.680448863192357]}"
18_00000000000000001671_0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,1,0,1,25.450396,46.890263,55.20095,49.080395,29.290104,3.0774403,0,0,2,0,0,23,11,1976,20,97,26,108.3,0,25.45,2.98,198,74,46,5.42,45,25,142.14,ctb0631-Perfil-85,-1,894,6008,0,0,0,0,0,1,0,0,1,0,0,0,0,1,56.87071973370299,14.653713240227862,28.47556702606915,0,0,0,25,1,0,162,20,-2,50,0,6,0,0,2,364,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.08048861044678,-25.4503948932112]}"
18_00000000000000001795_0,0,1,0,0,1,0,0,17,0,0,0,0,0,0,0,0,3,0,15.500115,35.111694,44.701378,42.766712,28.920782,8.428184,0,0,3,1,0,50,2,1976,0,131,7,3.48,0,8.26,0.01,103,70,55,0.82,0,-23,12.57,ctb0642-Perfil-73,29,1081,2843,0,20,0,0,0,1,0,0,0,0,0,0,0,0,21.002843803121383,64.39410915053058,14.603047046348042,0,20,1,14,-8,0,164,0,-8,52,0,77,0,0,31,167,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.76676946754113,-15.500115817132905]}"
18_0000000000000000179f_0,0,0,1,0,0,0,0,14,0,1,0,0,0,0,0,1,3,0,14.850095,35.137558,45.360287,43.91665,30.241467,9.573043,0,0,27,0,0,1,5,1976,20,139,4,82.73,0,30.61,12.41,110,33,68,12.15,19,16,137.89,ctb0642-Perfil-84,0,450,2892,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9.485382265825763,82.85198522810406,7.662632506070192,0,0,0,10,2,0,237,20,0,56,0,5,0,0,2,115,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.91670286274253,-14.85009487754402]}"
18_00000000000000001aab_0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,3,0,3.7000258,-27.994116,-50.837112,-61.25007,-54.603825,-34.363274,0,0,2,0,0,1,6,1976,0,131,7,10.34,0,34.5356,0.306064,130,70,41,0.726616,-48,-9,45.90828,ctb0673-21-EXTRA,-1,120,4674,2,20,0,0,0,0,1,1,0,0,0,0,0,0,23.242841073683714,59.85009837982961,16.90706054648668,0,20,4,11,0,0,152,0,2,52,0,5,1,0,1,149,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.25005559594235,3.7000259079956894]}"
18_00000000000000001ad5_0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,3.8501344,-27.737604,-50.545437,-60.999977,-54.464973,-34.365173,0,0,8,1,0,3,14,1976,0,132,7,0.94,0,3.1396,0.027824,138,103,73,0.066056,-20,18,4.17348,ctb0673-62-EXTRA,0,104,1530,0,20,0,0,0,0,1,1,0,0,0,0,0,0,11.070107888193112,79.04842028644721,9.881471825359684,0,20,0,11,0,0,167,0,0,51,0,1,0,0,0,129,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.99996462084347,3.8501343919720616]}"
18_00000000000000001ad9_0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,3.5332088,-28.00189,-50.692383,-60.98327,-54.289265,-34.083874,0,0,39,1,0,0,7,1976,0,132,4,25.680801,0,85.77,0.76,167,61,71,1.8,-63,-2,114.0108,ctb0673-66-EXTRA,0,96,866,1,20,0,0,0,0,1,1,0,0,0,0,0,0,7.111425429663666,87.88170144879246,5.006873121543891,0,20,2,10,0,0,177,0,0,52,0,0,1,0,0,135,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-60.98325595655885,3.533208759734695]}"
18_00000000000000001ada_0,1,1,0,0,0,1,0,10,0,0,0,0,0,0,0,1,0,0,3.24997,-28.440899,-51.166653,-61.36676,-54.475166,-34.03529,0,0,31,0,0,2,7,1976,0,130,6,12.22,0,24.9288,0.04277,149,66,44,0.656604,-31,0,37.848175,ctb0673-67-EXTRA,1,93,1465,0,20,0,0,0,0,1,1,0,0,0,0,0,0,6.77168907872362,88.49735723403445,4.730953687241918,0,20,-4,10,-2,0,163,0,0,51,0,7,0,0,2,142,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-61.366746751349474,3.24996995065181]}"
18_00000000000000002067_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,8.166629,27.967985,39.5624,41.13333,31.247925,13.908983,0,0,3,0,0,5,2,1976,0,133,4,9.59,0,5.85,1.25,198,91,115,1.6,28,57,18.28,ctb0767-45,0,340,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.29221364736293,45.49913699263127,33.20864936000579,0,0,-12,6,0,0,198,0,0,60,0,1,-3,0,0,126,3,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.13336278642661,-8.166629163694779]}"
18_00000000000000000ecd_0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0,5,1,24.645414,47.303497,56.661526,51.253334,31.570206,4.8764257,0,0,1,0,0,5,1,1976,0,109,23,108.3,0,25.45,2.98,150,54,39,5.42,-32,-20,142.14,ctb0064-5725,0,620,4397,0,0,20,0,0,1,0,0,1,0,0,0,1,0,31.27775751280342,32.71806995322154,36.00417253397504,0,20,-1,22,4,0,170,0,1,51,0,16,-1,0,5,232,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.25342345120349,-24.645414567111697]}"
18_00000000000000000efa_0,0,0,1,0,0,1,0,41,0,0,0,0,0,0,0,0,3,0,14.807784,34.63444,44.549603,42.99983,29.47386,9.142767,0,0,3,0,0,8,1,1976,0,143,5,42.11,0,13.1,5.05,116,41,67,3.9,-17,-15,64.15,ctb0064-7190,5,551,5008,4,0,0,20,0,0,1,0,0,1,0,0,0,0,19.96094579231673,66.94823243748304,13.090821770200229,0,20,6,10,-2,0,195,0,3,58,0,16,6,0,6,94,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.99988228377015,-14.80778422766199]}"
18_0000000000000000140c_0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,3,1,11.266625,28.727362,37.912617,37.383305,26.442097,9.331782,0,0,9,0,0,3,14,1976,0,89,7,12.54,0,25.59,0.13,122,80,32,1.52,-61,-21,39.79,ctb0607-PERFIL-19,-2,19,1702,0,0,20,0,0,0,1,0,0,1,0,0,0,0,26.837303435449257,54.371789297644014,18.790907266906736,0,20,0,14,-7,0,125,0,0,50,0,20,0,0,8,280,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.38334563286966,-11.266625377662834]}"
18_00000000000000001411_0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,8,1,11.283334,28.885925,38.16492,37.666542,26.677385,9.461579,0,0,5,0,0,5,4,1976,0,135,8,63.07,0,14.82,2.98,130,87,44,3.03,-21,-9,83.9,ctb0607-PERFIL-23,0,134,2584,4,0,20,0,0,0,1,0,0,1,0,0,0,0,19.437875777455744,64.15500363448886,16.4071205880554,0,20,6,12,-2,0,155,0,0,54,0,8,4,0,2,163,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.66658444195255,-11.283334041947459]}"
18_0000000000000000142b_0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,1,7,1,10.750004,28.045082,37.24787,36.916542,26.303318,9.538861,0,0,10,0,0,7,11,1976,0,133,17,79.71,0,18.73,2.98,100,131,43,3.28,-8,-18,104.7,ctb0607-PERFIL-50,4,44,4241,7,0,20,0,0,0,1,0,0,1,0,0,0,0,28.42782893888296,51.925963665637084,19.64620739547996,0,20,11,14,-14,0,153,0,-15,52,0,36,9,0,15,187,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.91658101124116,-10.7500042577657]}"
18_0000000000000000142c_0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,1,10.733295,28.056217,37.282513,36.966667,26.354969,9.578759,0,0,10,0,0,2,19,1976,20,118,21,63.07,0,14.82,2.98,148,98,47,3.03,-2,34,83.9,ctb0607-PERFIL-51,0,0,6063,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31.323489750873073,33.55896094693509,35.11754930219183,20,0,4,20,0,0,139,0,0,53,0,1,0,0,0,344,4,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.96670700409503,-10.733295593481074]}"
18_00000000000000001758_0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,2,1,15.766646,34.74724,43.83287,41.60007,27.780931,7.6049056,0,0,2,0,0,3,0,1976,0,124,8,58.14,0,11.92,2.98,144,58,34,2.79,6,6,75.82,ctb0642-Perfil-1,1,880,5595,0,0,20,0,0,1,0,0,0,0,0,0,0,0,32.220506362180316,57.46876868954901,10.31072494827067,0,20,2,14,2,0,151,0,0,52,0,8,0,0,2,170,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.60012740805511,-15.766645961931168]}"
18_00000000000000001761_0,0,1,1,0,0,1,0,46,0,0,0,0,0,0,0,0,1,0,14.583295,34.560013,44.63621,43.23321,29.789017,9.454795,0,0,6,0,0,2,2,1976,0,137,4,25.1399,0,8.72297,3.27638,118,38,59,2.9703,10,18,40.1095,ctb0642-Perfil-20,0,493,5133,2,0,0,20,0,0,1,0,0,1,0,0,0,0,19.697094392430284,67.9286611914656,12.374244416104117,0,20,5,10,0,0,176,0,0,59,0,1,4,0,0,97,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.2332645945844,-14.58329523816052]}"
18_00000000000000001767_0,0,0,1,0,0,1,0,50,0,0,0,0,0,0,0,0,1,0,15.783355,35.66937,45.376293,43.383316,29.307335,8.4982605,0,0,1,0,0,2,1,1976,0,134,5,41.4,0,15.3,6.21,162,51,69,6.1,3,-1,69.01,ctb0642-Perfil-28,0,562,4467,4,0,0,20,0,0,1,0,0,1,0,0,0,0,36.255093394584684,34.24619209046208,29.49871451495324,0,20,10,15,2,0,216,0,-1,62,0,4,5,0,2,165,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.38337307856077,-15.78335462621579]}"
18_0000000000000000176c_0,0,1,0,0,0,0,0,21,1,0,0,0,0,0,0,0,4,1,16.149868,35.161873,44.171303,41.766617,27.729208,7.3598285,0,0,2,0,0,9,4,1976,0,124,10,58.14,0,11.92,2.98,110,72,40,2.79,-19,-31,75.82,ctb0642-Perfil-34,-20,880,7425,0,0,0,20,0,1,0,0,0,0,0,0,0,0,34.410751773730375,53.99469481947269,11.59455340679693,0,20,-1,14,-3,0,158,0,10,53,0,71,0,0,23,181,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.76667506173087,-16.149867262136553]}"
18_0000000000000000177a_0,0,0,1,0,0,1,0,23,0,0,0,0,0,0,0,0,1,0,15.749937,35.56419,45.23008,43.233208,29.195143,8.450613,0,0,2,0,0,5,2,1976,0,137,6,42.11,0,13.1,5.05,96,59,65,3.9,-85,-18,64.15,ctb0642-Perfil-47,-1,622,4263,10,0,0,20,0,0,1,0,0,1,0,0,0,0,26.420173234840792,52.47886361722443,21.100963147934788,0,20,17,11,-4,0,208,0,4,56,0,11,10,0,4,112,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.2332645945844,-15.749937297646543]}"
18_0000000000000000178d_0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,0,0,3,0,14.716695,34.83603,44.976677,43.549866,29.993668,9.501162,0,0,5,0,0,2,1,1976,20,138,4,41.4,0,15.3,6.21,123,24,68,6.1,33,2,69.01,ctb0642-Perfil-65,0,470,3493,4,0,0,0,0,0,1,0,0,1,0,0,0,0,20.75403894596752,65.9749385826667,13.271022471365788,20,0,8,12,0,0,184,0,0,61,0,0,4,0,0,114,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.54992073223653,-14.71669505785227]}"
18_00000000000000001a37_0,1,1,0,0,0,1,0,16,0,0,0,0,0,0,0,0,2,0,1.5667068,29.201654,47.894547,54.716694,46.2993,26.504244,0,0,6,0,0,4,1,1976,0,120,7,77.55,0,17.061,8.5305,97,59,24,12.5994,-20,-13,115.7409,ctb0667-Perfil-8,-3,91,3548,4,0,20,0,0,0,1,1,0,0,0,0,0,0,15.035572477123052,72.71744754438863,12.246979978488302,0,20,4,14,-1,0,126,0,3,47,0,11,2,0,4,166,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.71669836606948,-1.5667067712686542]}"
18_00000000000000002060_0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8.716667,28.305614,39.612747,40.86653,30.738285,13.299729,0,0,1,0,1,5,0,1976,0,138,4,9.59,0,5.85,1.25,147,68,67,1.6,-6,2,18.28,ctb0767-22,0,468,3965,0,0,0,20,0,0,0,0,0,0,0,0,0,0,12.906098833721263,73.0188524451674,14.07504872111133,0,20,4,6,-4,0,170,0,0,60,0,11,0,0,4,64,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.86656314704311,-8.71666761216116]}"
18_00000000000000002071_0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,10.333365,29.00151,39.25941,39.49992,28.73902,11.212512,0,0,3,0,1,37,15,1976,0,130,4,9.59,0,5.85,1.25,234,71,55,1.6,-7,-2,18.28,ctb0767-79,1,479,1338,4,0,0,20,0,0,1,0,0,1,0,0,0,0,9.039333616521636,81.2489456902878,9.711720693190566,0,20,14,11,-2,0,158,0,0,63,0,8,6,0,3,119,0,1976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.49995610531208,-10.333365628991064]}"
19_0000000000000000142e_0,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,1,6,1,10.683439,28.021809,37.271515,36.983376,26.39473,9.630178,0,0,9,0,0,6,13,1977,20,136,12,63.07,0,14.82,2.98,125,88,46,3.03,-39,-8,83.9,ctb0607-PERFIL-53,0,17,3659,2,0,0,0,0,0,1,0,0,1,0,0,0,0,29.060184123130323,50.15775193482012,20.782063942049554,0,0,2,14,1,0,168,20,0,54,0,3,2,0,1,185,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.98341566837965,-10.683439095212442]}"
19_0000000000000000174f_0,0,1,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,1,25.6668,47.128933,55.39972,49.183342,29.268555,2.9435751,0,0,0,0,0,2,1,1977,20,96,33,0.72,0,4.64,0.78,166,69,54,2.85,-10,-10,8.99,ctb0641-P-IIIRCC-13-PR,-2,914,10997,0,0,0,0,20,1,0,0,1,0,0,0,0,1,46.56450480044299,32.72506695251362,20.71042824704338,0,0,0,32,0,0,168,0,1,47,0,6,0,0,2,429,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.183435542006876,-25.66679904515559]}"
19_0000000000000000214f_0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,4,1,28.648756,50.33299,57.995365,50.435402,28.82831,1.0142196,0,0,0,0,0,6,0,1977,0,102,35,0.72,0,4.64,0.78,188,58,38,2.85,15,-16,8.99,ctb0770-21,-3,1043,4316,0,20,0,0,0,1,0,0,1,0,0,0,0,1,63.596117440681695,10.25877462497168,26.14510793434663,0,20,2,28,2,0,156,0,1,49,0,14,0,0,4,508,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.43550738501266,-28.64875663079034]}"
19_00000000000000002151_0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,1,10,0,29.126032,53.726868,63.282413,56.29556,33.629425,3.5864408,1,0,5,0,0,4,36,1977,20,134,4,120.58,0,28.94,13.26,193,39,49,4.38,-60,-5,167.16,ctb0770-26,0,56,5801,5,0,0,0,0,1,0,0,1,0,0,0,1,0,21.874065727973704,37.27262772158584,40.85330655044045,20,0,6,17,0,0,171,0,1,49,0,2,6,0,0,244,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.29566714096636,-29.12603154124304]}"
19_00000000000000002159_0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,9,1,29.199333,51.228184,58.988,51.26302,29.260405,0.9616002,0,0,0,0,0,3,1,1977,20,102,29,108.3,0,25.45,2.98,187,88,43,5.42,-5,-1,142.14,ctb0770-40,-1,748,2330,0,0,0,0,0,1,0,0,1,0,0,0,0,1,50.60895108701787,12.496291469075876,36.89475744390625,20,0,0,29,-4,0,164,0,-3,51,0,14,0,0,4,320,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.26312525627198,-29.199334068427195]}"
19_00000000000000002160_0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,23,0,30.260065,53.783707,62.30528,54.489674,31.497757,1.6910673,1,0,1,0,0,5,17,1977,0,140,21,1.03,0,4.74,0.0,151,69,48,3.63,-6,-6,9.4,ctb0770-56,0,142,6915,1,20,0,0,0,1,0,0,1,0,0,0,1,0,29.135501867271675,43.843441434367364,27.021056698360958,0,20,2,20,0,0,174,0,2,54,0,7,1,0,1,227,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.489783925300884,-30.260064755915526]}"
19_00000000000000002197_0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,1,3,1,28.366596,49.64784,57.103878,49.56655,28.224089,0.8148118,0,0,0,0,0,6,0,1977,0,93,24,0.72,0,4.64,0.78,211,119,47,2.85,32,-14,8.99,ctb0770-E23,4,1358,15745,0,20,0,0,0,1,0,0,1,0,0,0,0,1,47.13806397996554,22.683497105816187,30.178438914218276,0,20,1,33,-1,0,187,0,-3,46,0,15,0,0,5,545,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.56665684221227,-28.366595800048398]}"
19_00000000000000002453_0,0,0,0,0,1,1,0,21,0,0,0,0,0,0,0,0,1,0,15.933463,37.30019,47.991802,46.333202,31.770008,9.870655,0,0,2,0,0,9,2,1977,20,125,7,7.4,0,17.58,0.03,96,56,48,1.78,-8,-22,26.79,ctb0826-P18,14,689,5837,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30.54318883531697,30.758692119094487,38.698119045588534,20,0,0,12,8,0,175,0,4,58,0,49,0,0,17,136,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.33326080855245,-15.93346311019216]}"
19_00000000000000002152_0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,11,0,29.938288,53.41565,61.987453,54.31073,31.50753,1.8769457,1,0,1,0,0,7,5,1977,0,118,14,120.58,0,28.94,13.26,163,58,25,4.38,6,-12,167.16,ctb0770-27,2,140,5290,0,0,20,0,0,1,0,0,1,0,0,0,1,0,16.700212507303718,61.39527744412532,21.904510048570963,0,20,1,21,0,0,142,0,-3,53,0,12,0,0,2,289,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.31083952070428,-29.938288221143917]}"
19_0000000000000000215a_0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,1,29.449965,51.1063,58.544712,50.599792,28.561956,0.40826556,0,0,1,0,0,4,0,1977,0,93,34,0.72,0,4.64,0.78,219,103,31,2.85,30,19,8.99,ctb0770-43,7,858,17993,3,0,20,0,0,1,0,0,1,0,0,0,0,1,53.739674300759454,11.290998403245137,34.96932729599542,0,20,4,43,2,0,169,0,-13,49,0,23,1,0,8,741,4,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-50.59989908200654,-29.449964032696546]}"
19_00000000000000002451_0,0,0,0,0,1,1,0,43,0,0,0,0,0,0,0,0,0,0,16.550066,37.686745,48.061882,46.04996,31.212334,9.195737,0,0,5,0,0,3,2,1977,20,133,6,12.0466,0,24.575,1.68652,95,28,56,3.06548,16,0,40.2735,ctb0826-P13,3,706,1182,0,0,0,0,0,0,1,0,0,0,1,0,0,0,49.81201594320274,25.861103168834916,24.32688088796235,20,0,-2,12,1,0,190,0,-2,55,0,10,0,0,4,121,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.05002199946957,-16.550066721211802]}"
19_00000000000000002461_0,0,1,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,18.483421,39.529064,49.34736,46.40003,30.529491,7.709812,0,0,5,1,0,4,1,1977,0,126,10,4.17,0,13.94,0.0,78,68,44,0.38,3,9,18.49,ctb0826-P8,0,878,4767,0,0,0,20,0,1,0,0,0,0,0,0,0,0,47.887884431324466,35.52164742307826,16.59046814559727,0,20,0,14,-9,0,184,0,-13,53,0,22,0,0,9,181,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.40009546569095,-18.483420875693835]}"
19_00000000000000002462_0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,2,0,17.4332,38.760773,49.042168,46.66656,31.293514,8.749457,0,0,9,1,0,3,4,1977,0,131,6,35.06,0,7.71,3.86,84,57,65,5.66,-8,36,52.29,ctb0826-PC1,0,583,3175,1,0,20,0,0,0,1,0,0,0,1,0,0,0,39.64135583414585,41.02851110202237,19.330133063831788,0,20,4,12,-1,0,210,0,0,54,0,4,1,0,1,142,1,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-46.66662561048921,-17.433200477029704]}"
19_00000000000000002145_0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,0,33.55895,56.05415,63.022346,53.371796,28.856285,-1.7174633,1,0,3,0,0,2,40,1977,0,134,8,37.74,0,10.58,5.12,226,43,51,2.07,-4,13,55.51,ctb0770-104,0,23,885,1,20,0,0,0,1,0,0,1,0,0,0,1,0,26.12509489566995,26.785502827632996,47.08940227669706,0,20,1,19,0,0,171,0,0,58,0,1,0,0,0,403,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.371920385742555,-33.55894797378765]}"
19_0000000000000000219c_0,0,1,0,0,0,0,0,16,0,0,0,0,1,0,0,0,3,1,28.333178,49.4834,56.857452,49.300022,28.011686,0.70790213,0,0,2,0,0,9,1,1977,0,111,5,141.1,0,33.16,2.98,177,127,25,3.41,-18,-22,180.64,ctb0770-E31,-4,244,2748,5,0,20,0,0,1,0,0,1,0,0,0,1,0,33.63581229492342,39.15678182028026,27.20740588479632,0,20,6,18,-12,0,138,0,-1,47,0,33,4,0,13,242,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.300126697414,-28.333178471479155]}"
19_0000000000000000214b_0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,11,1,28.107073,50.41355,58.644245,51.50961,30.028662,2.027281,0,0,0,0,0,4,0,1977,0,100,16,0.72,0,4.64,0.78,166,60,50,2.85,-46,-20,8.99,ctb0770-17,3,786,2248,0,20,0,0,0,1,0,0,1,0,0,0,0,1,69.37233503173424,8.277077099602824,22.35058786866294,0,20,0,24,-6,0,191,0,1,49,0,20,0,0,7,256,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-51.50971280176279,-28.10707251446627]}"
19_0000000000000000219d_0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,6,1,28.249905,49.335308,56.68586,49.149914,27.924871,0.70316905,0,0,4,0,0,3,4,1977,20,111,5,140.0,0,32.9,2.98,196,84,36,7.0,52,14,182.88,ctb0770-E33,-2,80,535,1,0,0,0,0,1,0,0,1,0,0,0,1,0,32.517208420575095,39.39449581699491,28.088295762429986,0,0,0,19,1,0,163,20,-3,49,0,11,1,0,3,225,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.15001821343763,-28.249904644641273]}"
19_000000000000000021ac_0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,2,1,29.483381,52.178627,60.326286,52.649837,30.309502,1.423049,0,0,0,0,0,6,0,1977,20,106,16,108.3,0,25.45,2.98,188,108,49,5.42,12,-23,142.14,ctb0770-E64,11,536,1948,0,0,0,0,0,1,0,0,1,0,0,0,0,1,32.93137644691036,33.05757448534171,34.011049067747926,0,0,0,20,12,0,210,20,-1,53,0,53,0,0,17,274,0,1977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-52.6499443918957,-29.48338136126579]}"
